downloadable,free,id,name,url,pdf_url
TRUE,TRUE,8110,Hat & Wrapover Scarf (Scarf),http://www.lionbrand.com/knitting-pattern-hat-wrapover-scarf-1.html,http://www.lionbrand.com/printablePatterns/kb-hatWrapoverScarf.pdf
TRUE,TRUE,14943,Hat & Scarf Set #40421-K (Scarf),https://www.lionbrand.com/products/knitting-pattern-hat-scarf-set-4,https://cdn.accentuate.io/4679010058333/12378270040157/40421-ka-v1592439438084.pdf
TRUE,TRUE,16593,Berry Hat,https://www.interweave.com/article/knitting/get-10-free-knit-hat-patterns/,http://interweaveknits.com/freepatterns/pdf/win_05/Cover_Ears.pdf
TRUE,TRUE,41022,Hat with Heart Earflaps (knit),https://www.lionbrand.com/products/knitting-pattern-hat-with-heart-earflaps-1,https://cdn.accentuate.io/4679013990493/12378270040157/40534ka-v1592432347964.pdf
TRUE,TRUE,50941,Hat and Scarf #30281 (Hat),http://www.lionbrand.com/patterns/kcw-hatScarf.html,http://www.lionbrand.com/printablePatterns/kcw-hatScarf.pdf
TRUE,TRUE,77040,Hat with Ear Flaps,,https://web.archive.org/web/20120328233352/http://www.oxfamireland.org/pdfs/knitting/knitting_hat_flaps.pdf
TRUE,TRUE,128974,No. 472 Alpine Hat,http://www.antiquepatternlibrary.org/html/warm/9-KL001.htm,http://antiquepatterns.dreamhosters.com/BarsalouxPrisSweater.pdf
TRUE,TRUE,141453,Earflap Hat with Peak #149,https://www.yarnspirations.com/patons-earflap-hat-with-peak/PAK0116-003448M.html,http://com.yarnspirations.pattern-pdfs.s3.amazonaws.com/Patons_ShetlandChunky149_kn_hat.en_US.pdf
TRUE,TRUE,158429,Teen's Tassel Hat,http://nerdgirlyarns.com/free-patterns/free-knitting-pattern-teens-tassel-hat/,http://nerdgirlyarns.com/patterns/teenstasslehat.pdf
TRUE,TRUE,213849,Floppy Knit Hat,https://www.yarnspirations.com/red-heart-floppy-knit-hat/RHK0116-014537M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw55fc6f5c/PDF/RHK0116-014537M.pdf
TRUE,TRUE,216272,Hat & Scarf for L'Homme,https://www.yarnspirations.com/red-heart-hat-scarf-for-ihomme/RHK0438-022931M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw9cacd9d7/PDF/RHK0438-022931M.pdf
TRUE,TRUE,221204,Looped Tassel Hat,https://www.yarnspirations.com/red-heart-looped-tassel-hat/RHK0116-023376M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwad62294c/PDF/RHK0116-023376M.pdf
TRUE,TRUE,222062,210-211-18 Turban Hat,http://gosyo.co.jp/english/pattern/eHTML/hat.html,http://www.gosyo.co.jp/img/acrobat/210211/210-211-18.pdf
TRUE,TRUE,251010,"Hat, Scarf & Mitt Set",https://www.yarnspirations.com/red-heart-hat--scarf-mitt-set/RHK0438-025494M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw9c901cea/PDF/RHK0438-025494M.pdf
TRUE,TRUE,292617,Hat and Scarf Set (Hat),https://www.lionbrand.com/products/knitting-pattern-hat-scarf-set-6,https://cdn.accentuate.io/4679239532637/12378270040157/Knit-Pattern-Hat-And-Scarf-Set-L10447-v1591310695782.PDF
TRUE,TRUE,292704,Hat and Scarf Set (Scarf),http://www.lionbrand.com/patterns/L10447.html,http://www.lionbrand.com/printablePatterns/L10447.pdf
TRUE,TRUE,309580,Hubby's Tube Hat,http://leideedisusy.wordpress.com/2012/03/26/hubbys-tube-hat-cappello-da-uomo-ai-ferri/,http://leideedisusy.files.wordpress.com/2012/03/mans-tube-hat-eng1.pdf
TRUE,TRUE,322224,Hear It For the Team Hat,https://www.yarnspirations.com/red-heart-hear-it-for-the-team-hat/RHK0116-021674M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw9ed6d6e6/PDF/RHK0116-021674M.pdf
TRUE,TRUE,367235,Winter Weekend Hat (Woman),https://www.ravelry.com/patterns/library/winter-weekend-hat-woman,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwc842115b/PDF/BRK0116-000640M.pdf
TRUE,TRUE,374000,Ribbed Hat and Scarf #LW3128,https://www.yarnspirations.com/red-heart-ribbed-hat-and-scarf/RHK0825-021250M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw078719d7/PDF/RHK0825-021250M.pdf
TRUE,TRUE,418422,Hat & Scarf Set #40421-K (Hat),http://www.lionbrand.com/patterns/kwetq-hatScarf.html,http://cache.lionbrand.com/printablePatterns/kwetq-hatScarf.pdf
TRUE,TRUE,419833,Jayne Hat,http://qmxonline.com/blogs/news/13844233-make-your-own-jayne-hat,http://cdn.shopify.com/s/files/1/0289/1534/files/Jayne_Hat_Pattern.pdf?6164
TRUE,TRUE,422269,Tube Moebius Scarf and Hat (Hat),https://www.lionbrand.com/products/knitting-pattern-tube-moebius-scarf-hat-2,http://www.lionbrand.com/printablePatterns/1328AD.pdf
TRUE,TRUE,454166,Crazy Cords Hat,,http://www.ravelry.com/dls/theresa-mcguire-designs/187219?filename=Crazy_Cords_Hat.pdf
TRUE,TRUE,462273,Hockey Fan Knit Hat,https://www.yarnspirations.com/red-heart-hockey-fan-knit-hat/RHK0316-019762M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw6d8ab589/PDF/RHK0316-019762M.pdf
TRUE,TRUE,479255,Flashy Earflap Hat,https://www.yarnspirations.com/red-heart-flashy-earflap-hat/RHK0116-019698M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw5761f3f2/PDF/RHK0116-019698M.pdf
TRUE,TRUE,510333,Team Pride Hat,https://www.yarnspirations.com/red-heart-team-pride-hat/RHK0416-021668M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwe857524f/PDF/RHK0416-021668M.pdf
TRUE,TRUE,512073,Winter Weekend Hat (Man),https://www.yarnspirations.com/bernat-winter-weekend-hat/BRK0416-003830M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw70b4c3dd/PDF/BRK0416-003830M.pdf
TRUE,TRUE,526297,Bristol Bay Hat,https://www.lionbrand.com/products/knitting-pattern-bristol-bay-hat,https://cdn.accentuate.io/4679436927069/12378270040157/l40302a-v1590673865432.pdf
TRUE,TRUE,568553,Bat on a Hat,https://www.yarnspirations.com/red-heart-bat-on-a-hat/RHK0416-018862M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw0939f713/PDF/RHK0416-018862M.pdf
TRUE,TRUE,581361,Teddy love Hat,https://www.yarnspirations.com/red-heart-teddy-love-hat/RHK0316-018335M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw9fb8d77c/PDF/RHK0316-018335M.pdf
TRUE,TRUE,588147,Basketweave Sparkle Hat,https://www.yarnspirations.com/red-heart-basketweave-sparkle-hat/RHK0116-018182M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwb505059f/PDF/RHK0116-018182M.pdf
TRUE,TRUE,605987,Soft Shades Earflap Hat,https://www.yarnspirations.com/red-heart-soft-shades-earflap-hat/RHK0116-017988M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw34eb1d58/PDF/RHK0116-017988M.pdf
TRUE,TRUE,622725,Mixed Aviator Hat,https://www.yarnspirations.com/red-heart-mixed-aviator-hat/RHK0116-018006M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw9f1e22f8/PDF/RHK0116-018006M.pdf
TRUE,TRUE,633396,City Chic Hat,https://www.yarnspirations.com/red-heart-city-chic-hat/RHK0116-017663M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw5c8e0220/PDF/RHK0116-017663M.pdf
TRUE,TRUE,699576,Warm Aviator Hat,https://www.yarnspirations.com/red-heart-warm-aviator-hat/RHK0116-016889M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwb829ef34/PDF/RHK0116-016889M.pdf
TRUE,TRUE,801694,USA hat and mittens,http://www.sirdar.co.uk/downloads,http://www.sirdar.co.uk/images/products/8108%20USA%20Hat%20&%20Mittens.pdf
TRUE,TRUE,1080308,Brimmed Merino Hat,https://www.cascadeyarns.com/pattern/brimmed-merino-hat,https://www.cascadeyarns.com/wp-content/uploads/2022/07/W797_Cascade220Merino_BrimmedMerinoHat.pdf
TRUE,TRUE,1263684,Hat Not Hate Latvian Braid Hat,https://hatnothate.org,https://hatnothate.org/wp-content/uploads/2022/01/HNH_Patterns.pdf
TRUE,TRUE,7336,Hat & Wrapover Scarf (Hat),http://www.lionbrand.com/knitting-pattern-hat-wrapover-scarf-1.html,http://www.lionbrand.com/printablePatterns/kb-hatWrapoverScarf.pdf
TRUE,TRUE,16592,Penobscot Bay Hat,https://www.interweave.com/article/knitting/get-10-free-knit-hat-patterns/,https://web.archive.org/web/20100102034340/http://interweaveknits.com/freepatterns/pdf/win_05/Cover_Ears.pdf
TRUE,TRUE,29794,Carousel Hat,https://www.lionbrand.com/products/knitting-pattern-carousel-hat-1,https://cdn.accentuate.io/4679156498525/12378270040157/Knit-Pattern-Carousel-Hat-justHat-(1)-v1592529663539.PDF
TRUE,TRUE,48115,Earflap Hat #60461,https://www.lionbrand.com/products/knitting-pattern-earflap-hat-5,https://cdn.accentuate.io/4678986235997/12378270040157/Knit-Pattern-Earflap-Hat-60461-v1592780365613.PDF
TRUE,TRUE,77449,James Dean Hat,http://www.rosiesyarncellar.com/rosie-knits-patterns/hats/james-dean-hat/,http://www.rosiesyarncellar.com/wp-content/uploads/2010/08/jamesdeanhat.pdf
TRUE,TRUE,132619,Hat and Scarf,https://www.yarnspirations.com/red-heart-knit-hat-scarf/RHK0138-014787M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwaf3da5d5/PDF/RHK0138-014787M.pdf
TRUE,TRUE,135274,Hat with Brim,,http://web.archive.org/web/20110628000505/http://online-yarns.de/pdf/Strickanleitung/Strickanleitung2008_HW.pdf
TRUE,TRUE,211888,Pixie Flower Cabled Hat,http://kiwiyarns.wordpress.com/2010/11/17/free-pattern-the-pixie-flower-cabled-hat/,http://kiwiyarns.files.wordpress.com/2010/11/pattern-pixie-flower-cabled-hat2.pdf
TRUE,TRUE,222620,"Hat, Scarf and Mittens",http://www.yarnspirations.com/pattern/knitting/hat-scarf-and-mittens-0,http://www.yarnspirations.com/assets/files/pattern-files/pdf/Bernat_KW530164_07_kn_hatscarfmittens.en_US.pdf
TRUE,TRUE,256807,Cotton Sun Hat (Knit),https://www.lionbrand.com/products/knitting-pattern-cotton-sun-hat-1,https://cdn.accentuate.io/4679238746205/12378270040157/Knit-Pattern-Cotton-Sun-Hat-L10458-v1591309162167.PDF
TRUE,TRUE,333690,It's a Hoot Knit Owl Hat,https://www.yarnspirations.com/red-heart-its-a-hoot-knit-owl-hat/RHK0116-021184M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwd803766e/PDF/RHK0116-021184M.pdf
TRUE,TRUE,410986,His Skull Hat,http://www.redheart.com/free-patterns/his-skull-hat,http://www.redheart.com/files/patterns/pdf/LW3604.pdf
TRUE,TRUE,477631,Through The Marsh Hat,,https://web.archive.org/web/20140702162846/http://universalyarn.com/patterns/749.pdf
TRUE,TRUE,723767,Messy Bun Knit Hat,https://www.yarnspirations.com/caron-messy-bun-knit-hat/CAK0116-008819M.html#q=Caron+messy+bun+hat&includeContent=true&start=2,https://s3.amazonaws.com/spinrite/pdf/CARON-SIMPLYSOFT-K-MessyBunKnitHat-WEB.pdf
TRUE,TRUE,785721,Golden Glow Earflap Hat,https://www.yarnspirations.com/bernat-golden-glow-earflap-hat/BRK0116-008870M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw20f6ea3b/PDF/BRK0116-008870M.pdf
TRUE,TRUE,1153349,Finley Hat,https://hatnothate.org,https://hatnothate.org/wp-content/uploads/2020/01/HNH_Lookbook_2020.pdf
TRUE,TRUE,1153364,Checked Pom Pom Hat,,https://hatnothate.org/wp-content/uploads/2021/02/HNH_Lookbook_2021_CHECKED-POM-POM-HAT.pdf
TRUE,TRUE,1195462,Hat On The Go,https://www.yarnspirations.com/Caron-Knit-Hat-On-The-Go/CAK0116-030692M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwae126b4f/PDF/CAK0116-030692M.pdf
TRUE,TRUE,58699,Hat and Scarf #70379AD (Hat),http://www.lionbrand.com/patterns/70379AD.html,http://www.lionbrand.com/printablePatterns/70379AD.pdf
TRUE,TRUE,231459,Elfish Hat,http://cpeezers.wordpress.com/2011/02/25/elfish-hat/,http://cpeezers.files.wordpress.com/2011/02/elfish-hat.pdf
TRUE,TRUE,269364,Varsity Flap Hat,http://www.briggsandlittle.com/?s=3801,http://www.briggsandlittle.com/wp-content/uploads/2012/06/VarsityFlapHat.pdf
TRUE,TRUE,270837,Rib Knit Hat,https://www.yarnspirations.com/red-heart-rib-knit-hat/RHK0116-022127M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw63ceac2e/PDF/RHK0116-022127M.pdf
TRUE,TRUE,386971,Big Aran Earflap Hat,http://www.yarnspirations.com/patons-big-aran-sweater-and-earflap-hat/PAK0116-005455M.html,http://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwd99ca2ff/PDF/PAK0116-005455M.pdf
TRUE,TRUE,446653,Hat and Wristlets (Wristlets),https://www.lionbrand.com/products/knitting-pattern-hat-wristlets-1,https://cdn.accentuate.io/4678976667741/12378270040157/Knit-Pattern-Hat-and-Wristlets-50767-v1592938999581.PDF
TRUE,TRUE,905650,Huldra Hat,http://www.lionbrand.com/huldra-hat-contrast-l80244.html,https://cdn.accentuate.io/4679643627613/12378270040157/l80244a-v1589775975103.pdf
TRUE,TRUE,1153362,Two-Color Cable Hat,,https://hatnothate.org/wp-content/uploads/2021/02/HNH_Lookbook_2021_TWO-COLOR-CABLE-HAT.pdf
TRUE,TRUE,14575,Simple Fair Isle Hat,http://knittingpureandsimple.com/products-page/free-patterns/simple-fair-isle-hat/,http://knittingpureandsimple.com/wp-content/uploads/freepatterns/Knitting_pattern_SimpleFairIsleHat_1107_3.pdf
TRUE,TRUE,512000,Turban Twist Hat,https://www.yarnspirations.com/bernat-turban-twist-hat/BRK0116-006163M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwa1e4f819/PDF/BRK0116-006163M.pdf
TRUE,TRUE,139885,Snowstorm Hat / Ribbed Earflap Hat,http://www.lionbrand.com/patterns/90022AD.html,http://cache.lionbrand.com/printablePatterns/90022AD.pdf
TRUE,TRUE,205836,Hardcore Hat,https://www.yarnspirations.com/bernat-hardcore-hat-and-pullover-set/BRK0116-007565M.html,http://com.yarnspirations.pattern-pdfs.s3.amazonaws.com/4.Hardcore_FULL.pdf
TRUE,TRUE,9399,Ryan's Hat,https://www.interweave.com/article/knitting/get-10-free-knit-hat-patterns/,https://web.archive.org/web/20100102034340if_/http://interweaveknits.com/freepatterns/pdf/win_05/Cover_Ears.pdf
TRUE,TRUE,338348,Hat In Bloom,https://www.yarnspirations.com/red-heart-hat-in-bloom/RHK0116-021285M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw0404d288/PDF/RHK0116-021285M.pdf
TRUE,TRUE,168131,Monarch Lyon Hat,http://voknits.wordpress.com/2010/03/04/monarch-lyon-hat/,http://voknits.com/pdf/monarch%20lyon%20hat.pdf
TRUE,TRUE,289412,Easy-Fit Ribbed Hat,https://www.yarnspirations.com/Red-Heart-Easy-Fit-Ribbed-Hat/RHK0116-021765M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw958a052d/PDF/RHK0116-021765M.pdf
TRUE,TRUE,31871,Painted Forest Ribbed Hat,,http://knotanotherhat.typepad.com/PaintedForest_Hat.pdf
TRUE,TRUE,979114,Falmouth Super Bulky Hat,,https://www.ravelry.com/dls/fiber-of-maine-2/569159?filename=Falmouth_Super_Bulky_Hat.pdf
TRUE,TRUE,42792,Ellen's Knit Hat,https://www.lionbrand.com/products/knitting-pattern-ellens-knit-hat-ships-project-2,https://cdn.accentuate.io/4679420477533/12378270040157/kwe-ellenshat-v1589614167037.pdf
TRUE,TRUE,135110,Basic Ear Flap Hat,http://www.jananas.com/basic-ear-flap-hat-knitting-pattern/,http://www.jananas.com/wp-content/uploads/2009/08/Basic-Ear-Flap-Hat-v1.2.pdf
TRUE,TRUE,103074,Erich's A&F Knockoff Hat,http://www.mzknits.blogspot.com/2009/01/free-pattern-erichs-knockoff-hat.html,http://www.box.net/shared/#Erich's_A&F_Knockoff_Hat.pdf
TRUE,TRUE,136223,Lyon Hat,http://voknits.wordpress.com/2009/08/13/lyon-hat/,http://voknits.com/pdf/Lyon%20Hat.pdf
TRUE,TRUE,1206901,Hat Squared,https://www.wiseowlknits.com/free-patterns,https://1d0782fe-9276-4bf4-9206-02a949349181.filesusr.com/ugd/0e035d_6973618fbe3f4faf9901c0ecdb3ee4bf.pdf
TRUE,TRUE,294664,Hat and Scarf with Rhombuses,,"http://www.ravelry.com/dls/nadya-kalakina-designs/89994?filename=01_Hat_and_Scarf_with_rhombuses-.pdf"">download now"
TRUE,TRUE,410814,1898 Hat,,https://seamenschurch.org/wp-content/uploads/2020/09/sci-1898-hat-kristine-byrnes-web-w-schematic.pdf
TRUE,TRUE,140761,Chance of Flurries Hat,https://www.lionbrand.com/products/knitting-pattern-chance-of-flurries-hat-1?_pos=1&_sid=c8cd1e93f&_ss=r,http://www.lionbrand.com/printablePatterns/90178AD.pdf
TRUE,TRUE,668125,Basic Family Hat,https://www.yarnspirations.com/caron-basic-family-knit-hat/CAK0316-004426M.html#q=Basic+family&includeContent=true&start=3,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw0b937649/PDF/CAK0316-004426M.pdf
TRUE,TRUE,963038,Basic Knit Ribbed Family Hat,https://www.yarnspirations.com/ca-en/bernat-basic-knit-ribbed-family-hat/BRK0116-026867M.html?utm_campaign=2019_09_CharityStitchers&utm_medium=referral&utm_source=ravelry&utm_content=BernatBasicKnitRibbedFamilyHat,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw37efe6f6/PDF/BRK0116-026867M.pdf
TRUE,TRUE,1173915,Brioche Cables Hat,https://www.yarnspirations.com/caron-brioche-cables-knit-hat%E2%80%8B/CAK0116-031008M.html?utm_medium=referral&utm_source=ravelry,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw67124761/PDF/CAK0116-031008M.pdf
TRUE,TRUE,1202529,Fading Shades Knit Hat,https://www.yarnspirations.com/Caron-Fading-Shades-Knit-Hat/CAK0116-031006M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwe0b47e54/PDF/CAK0116-031006M.pdf
TRUE,TRUE,378100,Family Of Hats (Knit),https://www.yarnspirations.com/Red-Heart-Knit-Family-Hats/RHK0816-021363M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwd0862cb0/PDF/RHK0816-021363M.pdf
TRUE,TRUE,525128,Quick Stocking Hat,,https://web.archive.org/web/20151023120132/http://hillvintageandknits.com/wp-content/uploads/2012/08/QuickStockingHat1.pdf
TRUE,TRUE,1081325,Butterfly Loop Hat,https://www.yarnspirations.com/Caron-Knit-Butterfly-Loop-Hat/CAK0116-029295M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwae851919/PDF/CAK0116-029295M.pdf
TRUE,TRUE,407637,Ray's Fitted Opie Hat,,http://knittingcodemonkey.com/RaysFittedOpieHat.pdf
TRUE,TRUE,138193,Inishturk Fisherman Sweater & Tam (Sweater),https://www.lionbrand.com/collections/all-patterns/products/knitting-pattern-fisherman-sweater-hat-1,https://cdn.accentuate.io/4679216332893/12378270040157/Knit-Pattern-Fisherman-Sweater-And-Hat-L10164-v1591451314582.PDF
TRUE,TRUE,1118741,No Pressure Hat,,https://bodyof9.com/wp-content/uploads/2021/02/No-Pressure-Hat.pdf
TRUE,TRUE,1014178,Back Seat Driver Hat,,http://www.kathys-kreations.com/newsletterarchive/october2017/october2017.pdf
TRUE,TRUE,287407,Chucko Hat,http://mosaicyarnstudio.com/free-pattern/,http://209.59.165.107/~mosaicya/wp-content/uploads/2013/10/ChuckoHat.pdf
TRUE,TRUE,458006,Men's Basic Hat,http://www.yarnspirations.com/caron-mens-basic-hat-and-scarf-knit-set/CAK0416-007861M.html#q=Basic+hat&start=1,http://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw8b499556/PDF/CAK0416-007861M.pdf
TRUE,TRUE,1260927,Glendon Cable Hat,https://www.yarnspirations.com/Patons-Glendon-Cable-Knit-Hat/PAK0416-031884M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw4d794b7c/PDF/PAK0416-031884M.pdf
TRUE,TRUE,339939,Knitted Hats for the Whole Family,http://www.jimmybeanswool.com/freeKnittingPatternSwansIslandHatKnit.asp,http://www.jimmybeanswool.com/images/freePatterns/freePatternsSwansIslandKnitHatTemplate.pdf
TRUE,TRUE,151569,Modern Rib Hat,http://www.spudandchloe.com/blog/2009/11/modern-rib-hat-free-pattern/,http://www.spudandchloe.com/blog/wp-content/uploads/2009/11/modern-rib-hat1.pdf
TRUE,TRUE,280527,Gridiron Hat,,https://www.dropbox.com/s/5s39en0omrjc0o6/Gridiron-Pattern.pdf?dl=0
TRUE,TRUE,490766,Magic Hat,,http://www.ravelry.com/dls/oma-rapeti-handmade-designs/211670?filename=TheMagicHat.docx.pdf
TRUE,TRUE,32085,An Unoriginal Hat ,http://www.yarnharlot.ca/blog/archives/2007/11/06/an_unoriginal_hat.html,http://www.yarnharlot.ca/blog/images/harlot_unoriginal_hat.pdf
TRUE,TRUE,38364,Norwegian Star Earflap Hat,,http://tiennieknits.typepad.com/tiennie_knits/files/norwegian_star_earflap_hat.pdf
TRUE,TRUE,539765,The Santa Cutie Hat,,https://web.archive.org/web/20170110143214/http://cdn.creatiknit.com:80/wp-content/uploads/2015/02/The-Santa-Cutie-Hat.pdf
TRUE,TRUE,551414,Top This! Hat (Knit),,https://www.dmc.com/media/usa/Top_This_Alternate_Size_Instructions.pdf
TRUE,TRUE,100065,Jesse's Christmas Hat,http://wrypunster.typepad.com,http://wrypunster.typepad.com/Jesse%E2%80%99s%20Christmas%20Hat.pdf
TRUE,TRUE,98405,Ribbed Watchman's Hat,http://hatsforisraelisoldiers.blogspot.com/,http://documents.scribd.com/docs/rh0um01dpfej6r6r0a.pdf
TRUE,TRUE,145397,Easy Tweed Hat,https://www.lionbrand.com/products/knitting-pattern-easy-tweed-hat-1,https://cdn.accentuate.io/4679087325277/12378270040157/Knit-Pattern-Easy-Tweed-Hat-80958AD-v1594564829679.PDF
TRUE,TRUE,581151,Knit Pumpkin Hat,https://www.yarnspirations.com/red-heart-knit-pumpkin-hat/RHK0816-021915M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw76481963/PDF/RHK0816-021915M.pdf
TRUE,TRUE,708844,Simple Style Hat,https://www.yarnspirations.com/red-heart-simple-style-hat/RHK0116-024711M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw1ce8a521/PDF/RHK0116-024711M.pdf
TRUE,TRUE,716687,Snow-Speckled Hat,https://www.yarnspirations.com/red-heart-snow-speckled-hat/RHK0116-024624M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw0569514d/PDF/RHK0116-024624M.pdf
TRUE,TRUE,761253,Quixotic Uneek Worsted Hat,,https://urthyarns.com/s/Quixotic_Uneek_Worsted_Hat_v2.pdf
TRUE,TRUE,845358,Polka Dot Knit Hat,http://www.yarnspirations.com/ca-en/patons-polka-dot-knit-hat/PAK0116-002071V.html,http://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwa4c513af/PDF/PAK0116-002070M.pdf
TRUE,TRUE,892570,Everybody Knit Hat,https://www.yarnspirations.com/caron-the-everybody-knit-hat--burgundy---child-2-4-yrs/CAK0316-012445V.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw5560b82b/PDF/PAK0116-012444M.pdf
TRUE,TRUE,892580,Cozy Cable Hat,https://www.yarnspirations.com/bernat-cozy-cable-knit-hat/BRK0116-012427V.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw1ec089a2/PDF/BRK0116-012426M.pdf
TRUE,TRUE,896617,Seed Rib Hat,https://www.lionbrand.com/products/seed-rib-hat-l80076,https://cdn.accentuate.io/4679638155357/12378270040157/l80076a-v1589914248933.pdf
TRUE,TRUE,963605,Graphic Fair Isle Hat,https://www.yarnspirations.com/ca-en/caron-graphic-knit-fair-isle-hat/CAK0116-027162M.html?utm_campaign=2019_09_FallWinterFashion&utm_medium=referral&utm_source=ravelry&utm_content=CaronGraphicKnitFairIsleHat,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw11acc39c/PDF/CAK0116-027162M.pdf
TRUE,TRUE,1068063,Travelling Lines Hat,https://www.yarnspirations.com/Caron-Travelling-Lines-Knit-Hat/CAK0116-029236M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw866b5d2b/PDF/CAK0116-029236M.pdf
TRUE,TRUE,1183522,Crabapple Striped Hat,https://www.cascadeyarns.com/pattern/crabapple-striped-hat,https://www.cascadeyarns.com/wp-content/uploads/2022/07/W819_Cascade220_CrabappleStripedHat.pdf
TRUE,TRUE,1283153,River House Hat,https://www.estelleyarns.com/EstellePatterns#,https://www.estelleyarns.com/adminnew/uploads/pattern/pdfs/EP134_River_House_Hat.pdf
TRUE,TRUE,430560,Basic Ribbed Stocking Hat,,https://web.archive.org/web/20151023115605/http://hillvintageandknits.com/wp-content/uploads/2012/08/Stocking-Hat.pdf
TRUE,TRUE,871479,Chevron Hat,https://www.yarnspirations.com/caron-x-pantone-knit-chevron-hat/CAK0116-012064M.html,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dw91e044fe/PDF/CAK0116-012064M.pdf
TRUE,TRUE,1089156,Cable and Rib Knit Hat,https://www.yarnspirations.com/Patons-Cable-and-Rib-Knit-Hat/PAK0416-029679M.html?utm_source=ravelry&utm_medium=referral,https://www.yarnspirations.com/on/demandware.static/-/Sites-master-catalog-spinrite/default/dwdef3cf5e/PDF/PAK0416-029679M.pdf
TRUE,TRUE,1323873,Red Diamonds Hat,https://www.cascadeyarns.com/pattern/red-diamonds-hat,https://www.cascadeyarns.com/wp-content/uploads/2023/03/A406_Elysian6_RedDiamondsHat.pdf
